sp500,DGS10
-0.014303422,0.022395713
-0.012116939,-0.03116006
-0.0071137547,-0.003542682
-0.0044537717,-0.19409116
-0.023202222,-0.11342615
0.007181567,0.005439815
0.07260038,0.4303377
0.12214775,0.64733887
-0.0670305,-0.33124572
-0.09082532,-0.43345797
-0.04117797,-0.23740084
0.02761237,0.121626824
0.067567,0.23165233
0.0036973422,0.0029415172
0.11000996,0.3335947
0.041276775,0.12113704
-0.0138618145,-0.21480939
-0.009001211,0.05435124
0.02093369,-0.048416283
0.09883165,0.0366766
-0.027176667,0.03701283
0.07360433,0.20119224
0.0325851,0.017210351
-0.028306615,0.002393329
-0.0083369,-0.037600294
-0.033279553,0.012602591
-0.025077533,-0.026780428
-0.008898597,-0.012927471
-0.0021853228,-0.058640406
-0.019787958,-0.021331703
-0.028066121,-0.04066246
-0.00976116,-0.12857684
-0.004177576,0.025371348
-0.03220479,-0.06405758
-0.009694618,-0.030868942
0.028599475,0.10405455
-0.012423458,-0.13550445
-0.014387971,-0.022917984
-0.005559766,-0.09650609
-0.014073198,0.122941144
0.030012786,0.033369724
-0.013819056,-0.03735598
-0.009937378,-0.100612774
-0.01599615,0.0031455562
-0.00077099446,-0.03734056
-0.0018122015,-0.025272409
0.038697302,0.14385912
-0.023643436,-0.039626032
-0.008059961,-0.053506054
-0.029397368,-0.012106477
-0.0025825622,-0.09718248
-0.014974045,-0.015907124
-0.009856183,-0.080232635
-0.008305596,-0.003013179
-0.006363383,-0.052164253
-0.007235235,-3.6434315e-06
7.3314615e-05,-0.041237835
-0.0025885692,0.014354509
-0.00398535,-0.012136283
-0.017817391,-0.038871814
0.0038833534,0.02714378
-0.0068591633,-0.029478742
-0.0063370764,-0.009591801
-0.017552167,0.046022315
0.004628195,-0.030660626
0.0019462848,-0.014314346
0.005278651,-0.03301166
-0.008158715,-0.021433802
-0.038266726,-0.11027037
0.0035462216,-0.030294018
0.006788507,-0.0010562055
0.012371572,0.05735078
0.011301706,0.0067087496
-0.0036092096,-0.002267879
-0.0024432582,-0.0043702014
0.0037824903,0.00077626505
-0.009850901,-0.011326143
0.010708555,0.016866798
0.010394987,0.0051328847
0.0014891379,-0.013101124
-0.0010713154,-0.0219027
0.004133827,0.022278598
0.00852321,-0.0045335297
-0.012604985,0.004629475
0.008677105,0.04859371
-0.014017616,-0.031864744
0.0107655395,0.022568418
-0.019454911,-0.027264116
-0.008328225,-0.03293299
-0.0059893196,-0.026991474
-0.0019268049,-0.030942874
0.009589049,0.002754818
-0.000543338,0.005350322
0.0052221105,0.014892963
0.0050925217,0.039953154
0.0135164345,0.019206695
0.007887883,0.03371659
-0.0011499653,0.0013904517
0.009379198,0.04613364
-0.00509504,-0.02575028
-0.027489759,-0.036521167
-0.018720001,0.010901138
-0.0053951577,-0.018279584
0.016766973,0.030001804
0.0011140959,0.00458004
0.002031887,-0.002138667
-0.010667689,-0.01143721
0.010699667,0.0052465512
-0.0026200209,-0.011018177
-0.017984597,-0.043120854
0.0015712633,-0.01572606
-0.0071650753,-0.021002611
0.011587342,0.005366996
0.0026965765,0.011519899
-0.0003827226,-0.0051572504
0.0031737126,-0.010701104
-0.010647571,-0.035629187
-0.011051772,-0.034744497
-0.006170978,0.008464509
0.0019988937,0.00663469
-0.0037245494,0.0023266096
-0.0043722037,0.019060561
0.013911957,0.0072315726
-0.010322416,0.0012918249
-0.005437225,-0.003772856
0.01459245,0.06479388
-0.0053134486,-0.011429801
0.006439435,0.002068591
-0.012960784,-0.014589928
0.006379416,-0.011897221
-0.0072811176,-0.056517404
0.011680029,0.05058661
0.0068794163,-0.025538595
0.010871149,0.041040067
-0.0013280634,0.0072523137
-0.014593432,-0.04567474
-0.016418345,-0.08417062
-0.009887705,0.010382126
-0.0044687386,-0.026886476
0.010983769,0.012561724
-0.0058083315,0.0056198346
0.007944233,0.046245527
-0.0015126746,-0.08047734
-0.019977834,-0.08667515
-0.005631182,-0.006941755
0.009784877,0.031105623
-0.0035000707,-0.100884855
0.007046431,-0.019896375
0.0021734624,0.04425348
0.006446817,0.0048757764
-0.005444686,0.0040389774
0.010284607,0.056812685
0.009909503,0.02518855
0.0016867446,-0.03325853
0.018324843,-0.0397983
-0.0026117978,0.022111166
0.0058619766,0.035182353
-0.0013841939,0.020745859
-0.019627634,-0.07236109
-0.0033086839,-0.017657313
0.019889716,0.07765851
-0.007939661,-0.016663698
0.0038213485,-0.13282874
-0.009977885,-0.036505707
0.005354521,0.055833682
0.0062419344,0.05801507
-0.0073174033,0.053359974
0.008777948,0.07944627
-0.0039764536,-0.03256419
0.007044948,0.014417625
0.015657187,0.092737846
-0.0027897197,-0.035384126
0.005092212,0.00075431634
-0.0038746612,-0.06415031
-0.010173636,-0.015819639
-0.007158374,0.03679878
0.015063135,0.014490525
-0.015157437,-0.093598105
-0.003728149,0.06761086
0.009406785,0.023618542
-0.006557887,-0.061038617
-0.008733593,0.06379676
0.015588347,-0.019398998
0.005232401,0.025935175
0.023499362,0.05345977
0.006771691,0.0061284523
-0.0029248672,-0.016998744
-0.021194302,0.055858888
-0.00089250045,0.024453942
0.010347547,0.0063687395
0.0019908526,0.003488003
-0.018055726,-0.02377968
-0.00035992241,0.043560393
0.0048183654,0.0040737186
0.008357277,0.020214971
-0.005110138,-0.0499957
0.009385416,0.019353848
0.00720194,0.060501464
0.014048494,0.011923656
0.018181987,0.06203955
0.0003839687,0.042712454
-0.003961822,-0.09011593
-0.01003409,-0.008063206
0.011265003,0.024004785
-0.0037934473,-0.04293312
-0.0008685817,-0.03557701
0.0017875873,-0.01820356
-0.0031968034,-0.017295554
0.009676784,0.0127897
-0.01905135,-0.03762145
-0.015712976,-0.075237505
-0.0062617306,0.021652285
0.005944813,0.012746984
0.011030385,0.0339494
0.006042657,-0.023310585
0.00010958058,-0.020699551
-0.004714855,-0.036462452
0.007914291,0.025657173
0.016056051,-0.0060923076
-0.014014988,-0.051180072
-0.019092377,-0.056885924
-0.003174065,-0.0002142012
0.014500639,0.07247461
0.0065823123,-0.02094208
-0.008520882,0.017643774
0.012953412,0.04218455
0.019118771,0.057473965
0.0026722862,-0.007726475
-0.0045171785,-0.030954795
-0.0007142074,-0.0035357664
-0.003491627,0.0029146662
0.007393472,0.07744949
0.007824102,-0.0015171634
-0.016407173,0.048253957
-0.0016913291,0.052790962
0.0041978387,-0.017600492
0.0068346355,0.085483246
0.005673179,0.03865179
0.0021562094,-0.046719342
-0.0072738645,-0.0907763
0.00079509703,-0.025355441
0.0032410496,0.03193678
0.0012909169,0.007998792
-0.0063867667,-0.014616036
0.013613051,0.051844124
0.006105794,-0.044574063
-0.008905146,0.009110012
-0.0033599157,-0.050557464
-0.009220811,0.023589773
-0.0049250675,-0.10573608
0.009094682,0.032834172
0.011015671,0.0013659566
-1.7135171e-05,-0.03275812
0.0018467928,-0.013531041
0.00507687,0.06481845
0.007467865,-0.0025470823
0.0032317599,0.006710526
0.00983627,0.0112181865
0.008773172,0.046910636
-0.005720869,0.02810814
0.0049166353,0.00093576795
-0.011358006,0.03585635
-0.0068655424,-0.010995943
-0.0011672617,-0.02055456
-0.012307854,-0.011718991
0.0043239463,-0.012420993
0.014013168,0.06915736
0.0043996195,-0.0029909355
0.002943633,0.066197045
0.01495374,0.10464638
0.0014769017,0.072300464
-0.011839521,-0.019021675
-0.023054054,-0.048664875
0.0006054024,-0.024600305
0.010610807,-0.019982506
-0.008015736,0.008399012
0.0118443025,0.05168164
-0.010902237,-0.07881201
-0.017735297,-0.12809852
-0.012694647,-0.020713484
0.0058624847,-0.0046264157
0.008666072,-4.200763e-05
0.004686095,-0.062002122
-0.010880973,-0.023963401
0.012188626,0.061722167
0.015668325,0.05023135
0.0039413963,0.025117628
0.0018267338,0.045694612
0.0014752902,-0.00035236753
-0.012135847,-0.03288804
0.0029129703,0.0050151017
0.0038553602,0.018465685
-0.003739254,0.00788507
0.0062294235,0.03166465
0.010917693,-0.018101314
-0.0024855353,-0.012345192
-0.0031282287,0.027945666
0.0076917144,0.038899273
0.0048827045,-0.0025412287
0.0043293657,-0.008301121
-0.002154246,-0.013185571
0.0029765666,0.016964454
0.00043794152,0.011375852
0.012971288,0.030803263
0.007482026,0.02305648
-0.007422443,0.0024131925
0.015062509,0.06384711
-0.007824993,-0.04852803
-0.005468346,-0.04323341
-0.016529549,-0.01124942
-0.0030197185,0.0007405946
0.0013073762,0.013411537
0.001455512,-0.012478361
-0.000999012,0.0073067527
0.011460589,0.024419742
-0.0009482115,0.08370564
0.002833686,0.012401009
0.011394812,0.050127316
-0.0043100677,-0.007314606
-0.01867214,-0.031179162
-0.0059301425,0.008954001
0.006288352,-0.009218544
-0.0007436947,-0.0040740003
-1.2797187e-05,0.02566742
0.0034775864,-0.025114441
0.00095811614,0.04674151
0.013851027,0.008809263
-0.008431953,-0.009029202
-0.0015367733,-0.0030793967
0.009778175,0.024625273
0.0018168951,0.051664554
0.00065010553,0.008695767
-0.0056339228,-0.045803197
-0.0019105579,0.023886248
0.0072569237,-0.010900304
0.0076629897,-0.03308373
-0.0005730916,-0.016078796
0.0011386566,-0.023480712
-0.0035249232,-0.036972094
-0.0006184341,0.046681244
-0.012615539,-0.053784613
-0.008489538,0.099349536
0.00019125384,0.024925744
-0.0052068075,-0.0057603125
-0.0043005683,-0.00434104
0.0010820025,-0.04965451
0.0017661252,0.023547795
-0.0006854396,-0.040835988
-0.008456814,-0.03738477
0.0021962286,-0.07466547
-0.002240788,0.010198364
0.015646832,-0.025745893
-0.0020725734,0.05541432
0.00022249465,-0.0073205214
-0.0018963779,-0.04573693
0.0044083786,-0.15493928
-0.012694922,-0.020834643
0.015965872,-0.0002974819
-0.00067328685,-0.07305884
-0.0029412587,-0.061686303
0.0035259712,-0.01975981
0.011920803,0.02264883
0.0035914606,-0.30823454
-0.012399875,-0.0060496214
0.013535924,0.019481208
-0.0009739124,0.060180414
0.0057342937,0.10903324
0.01167874,0.041341666
-0.013011259,-0.023242867
-0.003047273,-0.0080971895
0.00923196,0.011461176
0.006971346,-0.020170772
-0.00032589003,-0.02099061
0.007856013,0.004325867
0.00041114143,-0.033663362
0.004645924,0.044316594
0.0020519104,0.07630843
0.018890008,0.09023132
-0.0010077616,-0.023860244
0.004928478,-0.0020337366
0.012715266,0.03914158
-0.0056560333,-0.019759692
0.004404093,0.049265154
-0.0124431085,-0.05419507
0.001677961,-0.019310843
-0.00392705,0.018274592
0.0044075446,0.0349074
0.002443429,-0.0048912894
-0.006069796,0.13126193
0.00708187,0.027586728
-0.012622682,-0.037951272
-0.0004000475,-0.003426776
0.0064271865,0.012755131
-0.006113732,0.010319284
0.0053340434,0.0007489087
0.006229671,0.016703743
0.0032546348,0.003952668
-0.003087793,0.03773943
-0.002490685,0.015539775
-0.006198638,0.017742632
0.0045387014,-0.023803163
0.0044124406,-0.035163958
-0.005713511,-0.033352133
-0.010050226,-0.03468895
-0.01033996,-0.061457276
-0.008109148,0.024813594
0.015224642,0.015993465
-0.0052895746,0.058436032
-0.0033220034,-0.0011168182
-0.00091334444,-0.026330706
-0.003987211,0.07107234
-0.0051849987,0.01561769
-0.0027228212,0.017882947
-0.0070625623,0.016009845
0.0028041643,-0.006337032
0.012839739,0.06264348
0.0007881692,0.028313529
0.010618353,0.05189073
0.01231222,0.05993043
0.0031308027,0.0045717326
-0.0036445565,-0.018993756
-0.007585266,-0.012313526
-0.008839878,-0.05533803
-0.0110746045,-0.006007514
-0.0070635844,-0.027816202
-0.0049371924,-0.015233678
0.0022766993,-0.0084383115
-0.021575645,-0.13990459
-0.016898993,-0.032003187
0.007846037,0.029232653
0.00829643,-0.040589433
-0.009096571,0.026162751
0.009484834,-0.042180654
-0.006891732,-0.011520797
0.013180083,0.024759587
0.0073583554,0.04389809
-0.0030194146,-0.04495318
0.009521129,-0.0029156771
0.00378381,0.03443879
0.013783836,0.023879204
-0.0023882575,0.03329708
0.010572848,-0.0037197317
-0.0072168633,-0.084791884
-0.0020173062,0.01930894
0.021331575,0.03457307
-0.0061093387,0.032686632
0.00011619026,-0.016606618
0.014064206,0.048896506
0.00028514746,0.041945834
-0.008902618,-0.08118835
-0.007381944,-0.046481088
0.010057332,-0.015046261
0.0054205265,0.0017188845
-0.0050667236,0.009651381
-0.0121939,-0.06893112
-0.0036281059,-0.0140685355
-0.00075961056,0.051998932
0.012315827,-0.0062478986
-0.004665284,0.0054040537
0.016295146,-0.003022731
-0.0023204824,0.039713103
0.012416366,0.00822598
0.008476585,-0.019592715
-0.006632499,-0.016962359
0.008092535,0.04551872
-0.013690558,-0.02480198
-0.0102518555,-0.024469439
0.0017098349,0.010705302
0.0034020208,0.01600606
0.009634793,0.09250363
0.015786054,0.011415616
-0.005244116,0.0072392453
-0.002646267,-0.02770266
-0.0037390776,0.011060693
0.004761123,-0.007462646
0.0016867119,0.016567709
-0.0023590857,-0.028545741
0.009109624,-0.023148242
-0.00045881013,-0.034101468
0.020484207,-0.010351336
-0.001676656,0.05335909
-0.00395133,-0.07724841
-0.0012773216,0.011188722
0.0004023604,-0.08084293
-0.0068790335,-0.012310151
0.02203396,0.07134175
0.009506318,0.03554364
0.0007120562,0.06303065
0.001615783,0.013560437
-0.0046117557,0.019158503
0.008435969,-0.0367436
-0.00067109277,-0.025086869
-0.016830374,-0.019350234
-0.0051442157,0.03755712
0.012647532,-0.0022732646
0.0041396236,-0.014559656
0.006092688,0.0075074923
0.007857359,-0.028137628
-0.00079478,-0.016756903
-0.0028750068,0.020152986
0.012129027,0.027630232
0.009076299,-0.017574465
-0.012619267,-0.049237985
-0.010397334,0.029601889
-0.001659503,0.00451382
-0.0051455726,-0.013825802
-0.0034661733,-0.018349491
-0.0071090134,0.0033091807
0.0034062336,0.026559656
0.0062209587,0.04317684
0.0024264979,0.058991008
0.0135994805,0.04432307
0.0016470762,-0.0129914535
-0.010604735,0.061107773
-0.010668422,0.025681365
-0.0038588329,-0.078191645
-0.01833155,0.02315404
0.0037322622,0.054351896
0.009583892,0.014299632
-0.012283204,-0.046923913
0.00035889796,-0.07928879
-0.001617813,0.0013607477
0.010906316,-0.0146724265
0.004392364,0.028382875
0.007944986,0.010918737
-0.014104829,-0.043441344
0.0006513516,-0.00813563
0.011132406,0.053882014
-0.0078442665,-0.0019917514
-0.008260418,0.044295497
0.0018596861,0.25341254
0.005624721,0.0319985
-0.0022331835,0.038716067
-0.0013118954,-0.034356028
0.0038951575,0.050580777
0.011149982,-0.02035901
0.003422492,0.09463923
0.00010349986,-0.029712856
-0.0074992618,0.0003698915
0.006793781,-0.068609886
-0.014029527,0.0059038973
-0.005257099,-0.04261013
0.0023694187,-0.049159046
0.0064151883,-0.009910773
-0.0012297634,0.029728144
0.025718646,0.03227218
-0.011722519,0.023442889
3.3885066e-05,0.07639105
0.0077054254,-0.011000088
0.0012718409,0.013745551
-0.00087785727,0.020983849
0.0044188225,-0.049603663
-0.004292159,0.049186323
0.0026413982,0.0761624
0.010146361,0.09399534
0.004619222,0.039277274
0.0030436371,-0.018364016
0.0054809703,0.010408314
-0.004216212,0.04224562
0.00042663596,0.029032752
-0.0078031993,0.015999515
0.0034214656,-0.084402815
0.00055985124,-0.012138986
-0.0040123537,-0.008300431
-0.008786889,-0.06523477
-0.011099886,0.026268212
-0.007836771,0.014792355
-0.0024808324,-0.043715034
-0.005757654,0.026965527
0.00516722,-0.008363214
-0.0010682376,0.08780789
0.0088641895,0.0058158897
-0.00062448095,0.027284918
0.0078087924,0.014833374
0.0001018215,0.09079708
-0.0026576393,0.10129803
0.004119737,-0.024601493
-0.0052892957,-0.053362418
-0.013675471,0.0706818
-0.00792995,-0.0864458
0.0015039083,-0.0046519097
0.0021888153,-0.067077756
-0.0082600275,-0.045729738
0.0076394994,0.012337605
0.0077256532,-0.06797888
-0.014691237,-0.030387146
0.0058425665,0.037515275
0.0058300383,-0.034902673
-0.0049210703,-0.001563883
-0.012668545,-0.028306354
-0.00714911,-0.021846132
-0.01141238,-0.008277521
0.010138484,0.0022139184
-0.005016053,-0.009992592
0.0033071844,0.07496706
0.008960518,-0.043170165
-0.015474908,-0.02606284
0.0007374012,-0.0063394266
0.0010988174,-0.07383166
0.00047663192,0.021360368
-0.0033416478,0.039075613
-0.0069709118,-0.05030977
-0.0048121586,-0.03494219
0.0055871634,-0.044194583
-0.0026998695,-0.022688342
0.01206764,-0.013852042
-0.0043565007,-0.008034385
0.0024062507,0.018569319
0.00994287,0.0091613615
-0.0018585764,-0.039225347
-0.00092974363,0.011899485
-0.0026320417,-0.0061090384
-0.006013383,0.0737555
0.0029011965,0.06513528
-0.006906703,0.11992779
-0.00050490344,0.048183426
0.010608982,-0.0038100393
-0.0052436115,-0.06513338
-8.758984e-05,0.077243134
-0.006612031,0.03450891
-0.0133560505,-0.017233564
-0.011170564,0.026665706
0.0047998875,-0.10410588
0.00021104759,-0.0031282345
0.0019316284,-0.05748814
-0.01070134,-0.02273739
-0.0012008082,-0.059767146
0.0013649786,-0.04197816
0.012851303,-0.036021437
0.01210174,-0.039766997
-0.0075850375,0.035058845
-0.002402594,0.017052319
0.00036283582,0.056966785
0.006860107,-0.002418026
0.0034073738,0.0229177
-0.004437602,0.009607927
0.004218353,-0.049444236
-0.015870925,0.010738421
0.007345431,0.050681967
-0.012725375,-0.015863448
-0.020830713,0.0002695383
0.0075464454,0.04694381
-0.013484849,-0.024816098
-0.011434075,-0.065003864
-0.0077665118,0.008327879
0.003509099,-0.00828744
0.0038738507,0.048903927
0.00013408542,-0.024638543
-0.008150348,-0.072408594
0.010987412,-0.014553735
-0.006381948,-0.020432765
0.0055327313,0.09700402
0.011208209,0.006083156
0.0191432,-0.033615086
0.0060721785,-0.17752814
-0.004340114,-0.0322144
0.008696565,-0.01636366
0.011440534,0.010122744
0.009881624,0.051281586
-0.0062227054,-0.015263004
0.0036271627,-0.06659818
-0.004565806,-0.003870901
0.012276322,0.09894459
0.00623264,0.1313572
-0.008624569,0.06595096
-0.0010856737,-0.05871685
0.0034439114,-0.2677089
-0.0146967955,0.029156884
0.0077327117,0.0016473414
-0.0025955124,0.114293
0.010360606,-0.050095264
-0.012281977,-0.113133386
-0.00668587,0.016143292
0.0029714843,-0.01699252
0.002166981,0.005288148
0.0032474464,0.012094113
0.0025721919,-0.0078915525
0.0077397674,0.020644706
-0.0013872308,0.024105875
0.005368496,-0.033377066
-0.0017293683,0.05036254
-0.0044098245,0.05411113
0.00021310186,-4.7148602e-05
0.00847683,-0.011294842
0.0048012324,0.0034494286
-0.0009774475,0.046531104
-0.0019961467,-0.03482504
-0.0034199539,0.03577891
-0.0061655343,-0.079098515
-0.0067585213,-0.048728887
-0.006904981,0.0068318546
-0.0023055011,-0.004636168
0.002907024,0.0481193
0.00012615416,-0.012086427
0.0014021458,0.017628856
-0.0035560795,0.05585754
0.013904315,0.042144954
0.0098231025,0.0126218535
0.0020608988,-0.14217381
-0.00044206745,-0.008089663
-0.0048340065,0.041173305
-0.0011291355,-0.03511112
-0.00441892,0.027684368
0.010845044,-0.0044934847
-0.0036635671,-0.087166026
-0.007555143,-0.0071487897
0.0005024828,0.05840714
0.0015835883,-0.018489158
-0.0013570541,-0.010316585
0.0022276687,0.03496181
0.0005161965,-0.033144612
0.0009040699,-0.006608864
0.008158952,0.019603536
0.0057126465,-0.04779012
-0.00058264326,-0.0010582557
0.0009892994,-0.006319177
5.6352e-06,0.089068785
-0.0019146863,-0.0014165154
-0.0075900503,-0.032331355
-0.016327485,-0.049249973
-0.008482991,-0.031439725
-0.0030698234,-0.0076508406
0.009927366,-0.0057552867
0.0036067688,-0.014225265
-0.0029225464,-0.037159417
-0.00038553512,-0.009961246
-0.0077307518,-0.038287446
-0.0025672042,0.029781127
0.011824659,0.025309753
-0.010285512,-0.17682569
-0.004649947,0.051440652
0.00615786,0.031576447
-0.007199561,-0.041740514
-0.00074155745,0.028656173
-0.009324946,-0.039214298
-0.01119119,-0.08459814
-0.0041986234,0.008453163
-0.002944063,-0.052317973
0.0030351602,0.029576808
0.007344831,0.02174409
-0.005166624,-0.022868766
-0.004407856,-0.04542166
-0.0032815458,-0.034760248
0.0037367314,0.016662292
0.011754425,0.024718473
-0.0020823798,0.023767281
0.014439018,0.003190547
-0.005897973,-0.046481762
-0.0067049866,-0.008502086
-0.010938976,0.019059591
-0.017200459,-0.047013428
-0.0036791614,-0.01063218
-0.0073945075,-0.052059487
-0.019254591,-0.0068388064
0.0016712204,0.04756381
-0.004666755,-0.03834005
-0.025640765,-0.06445289
-0.0033419272,-0.015165634
-0.008394687,-0.039194643
0.0095941555,0.03915509
0.007979637,-0.012747555
-0.021263696,-0.060492173
0.001870316,-0.0014623718
0.0059728813,-0.013069436
0.008591851,-0.1405626
-0.0042810505,0.13028333
0.017577954,0.002141433
-0.022253852,0.00723731
-0.0002605467,-0.01922633
-0.0071995,-0.049574953
-0.0048755514,0.02894846
-0.00021571337,0.021549009
0.00031546387,-0.045461614
0.004179526,-0.036932312
0.008535902,0.06412951
-0.0071201315,-0.0010800348
0.008140561,0.01514734
9.3868e-05,0.021689689
-0.0071675275,0.049218994
-0.0022388923,0.026718117
-0.0073173973,0.013379374
0.0077804383,0.019894918
-0.002952124,-0.001719172
0.00027475157,-0.008725655
-0.007330626,0.016785387
-0.00093047065,0.0046441676
0.01443302,0.04608225
0.013825793,0.09109207
0.013419338,0.029559337
0.009290501,-0.0060736444
-0.00075904926,-0.018868763
0.0049082064,0.0032126391
0.0069898237,-0.056877587
-0.00015886477,0.046027385
-0.0035583829,-0.08394752
-0.007815009,0.004395497
0.006859673,0.07335211
0.0023127135,0.0016783694
0.0034024068,0.019509831
0.003739555,-0.0011566397
-0.008027965,-0.030049426
0.0051113986,-0.004833038
0.010131447,0.05216798
0.00026014194,0.02666075
-0.0033295944,0.0023962979
0.006665389,0.0131245265
-0.017090488,-0.013236055
-0.0050996984,0.012971536
0.01514772,0.04511053
-0.004193776,-0.032971896
-0.00052697625,0.0178832
-0.0013824928,-0.0354592
0.0019143221,0.01525783
0.010742136,0.08472228
0.018893326,0.059488595
0.0016246386,0.015849289
0.007851081,0.0433834
0.0057133185,0.009363669
0.0022933166,-0.048205685
-0.0055541648,-0.018529888
0.010346776,-0.022403792
-0.0089502605,0.0009024925
-0.0032195752,-0.0015739618
0.007919122,0.047048084
0.009103462,0.020673724
0.004691341,-0.04329907
0.003898609,-0.06868788
-0.014718144,-0.040347885
-0.009795541,-0.025495684
-0.009647616,-0.008087786
0.0045702546,-0.009273074
-0.0032681979,-0.033215202
-0.010889584,-0.01541009
0.003648299,0.04087571
0.003660886,-0.0011575967
-0.01686351,-0.007428928
-0.0028715557,-0.023091033
0.003447286,0.015759263
0.0061820247,-0.04780092
-0.009992656,-0.038564075
-0.0048574717,-0.0346314
-0.0011402937,-0.046872534
0.0043689054,0.0623352
-0.002186064,0.071833976
0.0152852405,0.05751829
-0.0075164605,-0.086954765
-0.0044572954,0.09789767
0.007835857,-0.09463925
0.0012542494,-0.007094777
0.007339542,-0.0012023972
0.002674092,0.037378084
0.0074595846,-0.03752241
0.004546549,0.019427022
0.0046750023,0.012718866
0.005881385,-0.014042522
-0.001552844,0.010328637
-0.0044002896,0.022998238
0.011348486,0.005354034
0.0011709105,0.008054587
0.010224267,0.047576252
0.006889543,0.07268054
0.000748429,0.03219343
0.008188228,0.049784947
0.002793741,-0.002201059
0.003173257,0.018115988
-0.0032996358,-0.026705172
-0.0030593162,0.016288206
0.0035469304,-0.001216294
-0.017634382,-0.06314712
-0.014059196,-0.077940226
-0.0069860797,-0.0025217202
0.0011377847,0.007317744
-0.00085175526,0.0095856
-0.016145727,-0.0075347195
-0.003271084,0.0026526148
-0.0013767013,-0.012898815
0.0044241706,-0.010093872
-0.013650695,-0.027010746
0.0048886538,0.012082652
-0.0062820883,0.02325907
-0.00012910861,-0.053290244
-0.0040279715,-0.024782518
0.012267994,0.049813133
0.015856873,0.027129665
-0.0014237458,-0.023148047
-0.0036258288,-0.09623533
0.0012279471,-0.0031862424
-0.011352368,-0.024284048
-1.4094287e-05,0.031680208
0.0027056078,-0.030513523
0.0013513503,0.0007568787
0.010009314,0.021584583
-0.002605047,0.0027301002
0.0118083935,0.02600031
0.009467079,0.019072594
0.002340831,0.0116940625
-0.003354094,-0.007500292
-0.0047538267,-0.023081254
0.008368421,0.01563971
0.007007536,0.025295034
-0.009874241,-0.02912702
-0.008780165,-0.05917271
0.011102822,0.1001779
-0.00066622195,0.013860499
-0.0017973336,0.005660482
0.008086376,0.009235345
-0.0029311613,-0.0031849705
0.00038518856,-0.004483771
0.004405931,0.038495127
-0.00030128952,-0.024074681
-0.0015559383,0.008058535
-0.008135479,0.04514493
7.1991235e-06,0.01494732
0.0033936275,-0.003185347
0.005747482,-0.010621621
0.0110880695,0.027888292
0.006731187,0.04157155
0.003626231,0.022443267
0.0045292117,0.00261922
-0.009861381,-0.048423406
0.003793915,-0.01443359
0.0010950022,0.018744204
-0.003843402,0.010683803
-0.008467574,-0.02586495
0.0014601743,0.050521795
-0.000606803,0.010465371
-0.0051411977,0.027197376
-0.006030932,0.0006877301
-0.0025927257,-0.00015788975
0.00026441796,-0.0039190636
0.010954725,0.025429236
0.010354158,0.019347701
0.02039304,0.014723554
0.0052839406,-0.007344529
-0.0025283466,0.03077322
-0.006828365,0.051276416
-0.0012174982,-0.026284596
-0.004174885,-0.09118489
-0.002218647,-0.03149373
-0.002758362,0.04498411
0.0035691045,0.07840646
-0.004828682,0.053544495
0.0022789116,0.032320607
-0.0049839765,0.013329753
